"cboocupacao2002";"nome_cbo_ocupacao";"mediana_vinculos";"mediana_rendimentos";"vinculos_ultimo_ano";"media_rendimento_ultimo_ano";"media_salario_hora_ultimo_ano";"vinculos_primeiro_ano";"media_rendimento_primeiro_ano";"media_salario_hora_primeiro_ano";"variacao_rendimentos";"variacao_vinculos";"cbo";"codigo_cbo"
"811775";"Trefilador de borracha";"3,0";"2265,274771343491";"3";"1776,348389435448";"10,09288857633777";"6";"2359,407399635133";"13,40572386156325";"-2,15835353879861e-01";"0,00000000000000000";"TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS";"81"
"811805";"Operador de máquina de produtos farmacêuticos";"242,0";"2968,739599496677";"502";"2549,936603258406";"14,74127597439907";"100";"2911,520933414442";"16,54273257621842";"-1,41070977161242e-01";"1,07438016528925617";"TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS";"81"
"811810";"Drageador (medicamentos)";"13,5";"3059,124284982720";"1";"3084,827902659673";"17,52743126511178";"12";"2920,495223118338";"16,59372285862692";"8,40227963379325e-03";"-0,92592592592592593";"TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS";"81"
"811820";"Operador de máquina de fabricação de produtos de higiene e limpeza (sabão, sabonete, detergente, absorvente, fraldas cotonetes e outros)";"14,0";"1951,921654916865";"14";"1455,522759207286";"8,27001567731413";"1";"1929,290550480528";"10,96187812773027";"-2,54312920018668e-01";"0,00000000000000000";"TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS";"81"
"812105";"Pirotécnico";"1,0";"1572,926201364329";NA;NA;NA;"1";"1495,426481034903";"8,49674136951650";NA;NA;"TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS";"81"
"813110";"Operador de calandra (química, petroquímica e afins)";"1,0";"3826,343739000008";NA;NA;NA;"1";"4149,341164096533";"23,57580206873030";NA;NA;"TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS";"81"
"813115";"Operador de extrusora (química, petroquímica e afins)";"12,0";"2553,745203358975";"64";"2404,300791640638";"13,67831176601166";"10";"2348,667675891126";"13,34470270392685";"-5,85197033446292e-02";"4,33333333333333304";"TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS";"81"
"813120";"Operador de processo (química, petroquímica e afins)";"1,5";"2481,388463820626";"15";"1913,004283165344";"12,17733933197075";"2";"2581,402076090615";"14,66705725051486";"-2,29058927669928e-01";"9,00000000000000000";"TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS";"81"
"813125";"Operador de produção (química, petroquímica e afins)";"29,0";"3187,806257416300";"46";"3192,230509650715";"19,22075665125337";"183";"2348,818815053030";"13,35995268663431";"1,38786735364582e-03";"0,58620689655172420";"TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS";"81"
"813130";"Técnico de operação (química, petroquímica e afins)";"42,0";"4021,700895773787";"32";"2688,790552313818";"16,55980058867441";"25";"6880,275849548058";"42,17221967445484";"-3,31429506570382e-01";"-0,23809523809523814";"TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS";"81"
"818105";"Assistente de laboratório industrial";"39,0";"3086,371331390475";"53";"2776,372147809785";"16,19049336096933";"65";"2552,988040972197";"14,50561386916021";"-1,00441311266661e-01";"0,35897435897435903";"TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS";"81"
"818110";"Auxiliar de laboratório de análises físico-químicas";"218,0";"6753,656162159989";"207";"5040,597571774581";"30,84454011082704";"215";"6660,189918837119";"43,36288994771210";"-2,53649067890588e-01";"-0,05045871559633031";"TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS";"81"
"820105";"Mestre de siderurgia";"2,5";"14201,619752030176";NA;NA;NA;"2";"14372,277363302754";"81,66066683694747";NA;NA;"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"820125";"Mestre de laminação";"1,0";"3445,325879045517";"1";"3259,013340184309";"18,51712125104721";"5";"10497,142721989132";"59,64285637493825";"-5,40768987904344e-02";"0,00000000000000000";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"820205";"Supervisor de fabricação de produtos cerâmicos, porcelanatos e afins";"19,5";"3095,895785303838";"8";"3516,599671839185";"20,29780989764408";"12";"4174,658699804101";"23,71965170343239";"1,35890842492961e-01";"-0,58974358974358976";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"820210";"Supervisor de fabricação de produtos de vidro";"16,5";"3420,722077489938";"18";"3393,939073619129";"19,28374473647232";"13";"3917,623286438240";"22,25922321839909";"-7,82963458126429e-03";"0,09090909090909083";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"821105";"Operador de centro de controle ( sinterização)";"29,0";"2258,663672018623";"17";"2292,751220666730";"14,97414810373067";"62";"1889,943760350326";"10,95314208770336";"1,50919099069060e-02";"-0,41379310344827591";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"821110";"Operador de máquina de sinterizar";"4,0";"1593,172858709319";NA;NA;NA;"4";"1471,195033425542";"8,35906268991785";NA;NA;"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"821205";"Forneiro e operador (alto-forno)";"15,5";"1606,742781298735";"14";"1379,294364238299";"7,83689979680852";"15";"1344,020319222407";"7,63647908649095";"-1,41558698571895e-01";"-0,09677419354838712";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"821215";"Forneiro e operador (forno elétrico)";"19,0";"1675,279826315371";"17";"1497,607639760236";"8,61087015216062";"100";"1400,497015716930";"7,95736940748256";"-1,06055229558819e-01";"-0,10526315789473684";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"821230";"Operador de aciaria (basculamento de convertedor)";"3,0";"1558,124977998421";NA;NA;NA;"1";"865,408843191495";"4,91709569995168";NA;NA;"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"821245";"Operador de área de corrida";"1,0";"1348,583908522171";NA;NA;NA;"1";"1348,583908522171";"7,66240857114870";NA;NA;"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"821305";"Operador de laminador";"67,5";"1795,760516033506";"9";"1686,127856458904";"9,58027191169832";"66";"1637,904770526911";"9,30627710526654";"-6,10508242027501e-02";"-0,86666666666666670";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"821320";"Operador de laminador de metais não-ferrosos";"6,0";"1811,437360105273";"6";"1991,899874405876";"11,31761292276066";"7";"1760,765777550806";"10,00435100881140";"9,96239330572906e-02";"0,00000000000000000";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"821335";"Recuperador de guias e cilindros";"11,0";"1537,747077442139";"11";"1567,432622520035";"8,90586717340929";"10";"1291,009989002327";"7,33528402842231";"1,93045693361187e-02";"0,00000000000000000";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"821405";"Encarregado de acabamento de chapas e metais  (têmpera)";"135,5";"3234,652282002966";"103";"3138,686056521100";"17,95143007886210";"339";"3363,214339651146";"19,11530787547614";"-2,96681736135301e-02";"-0,23985239852398521";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"821425";"Operador de cabine de laminação (fio-máquina)";"3,0";"1680,371571314860";"1";"1567,605536082247";"8,90684963683095";"3";"2197,261514078630";"13,14283953512484";"-6,71077975595460e-02";"-0,66666666666666674";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"821435";"Operador de jato abrasivo";"6,0";"2946,976961876750";"7";"2262,436179619396";"12,85475102056475";"9";"3690,232157129632";"21,18661804876178";"-2,32285759648902e-01";"0,16666666666666674";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"821440";"Operador de tesoura mecânica e máquina de corte, no acabamento de chapas e metais";"4,0";"2268,416917545700";"11";"2267,244548978734";"12,88207130101554";"6";"2248,236979638753";"12,77407374794746";"-5,16822352142454e-04";"1,75000000000000000";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"821445";"Preparador de sucata e aparas";"23,5";"1535,277330030154";"26";"1662,346280816926";"9,44514932282345";"18";"1414,812685726234";"8,03870844162633";"8,27661219906615e-02";"0,10638297872340430";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"821450";"Rebarbador de metal";"3,0";"1707,473403570029";"4";"1326,784975466713";"7,53855099696996";"2";"1645,220097702919";"9,34784146422113";"-2,22954235953171e-01";"0,33333333333333326";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"822105";"Forneiro de cubilô";"3,0";"2062,698655167122";NA;NA;NA;"3";"1229,774813136554";"6,98735689282133";NA;NA;"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"822110";"Forneiro de forno-poço";"1,0";"1597,539883173516";NA;NA;NA;"2";"2305,708780915100";"13,10061807338125";NA;NA;"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"822120";"Forneiro de reaquecimento e tratamento térmico na metalurgia";"1,0";"1995,986743173921";NA;NA;NA;"2";"3070,262877521059";"17,44467544046056";NA;NA;"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"823105";"Preparador de massa (fabricação de abrasivos)";"3,0";"2404,205198958640";"2";"2776,151737393298";"15,77358941700738";"1";"1646,492248702411";"9,35506959490006";"1,54706652575148e-01";"-0,33333333333333337";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"823130";"Preparador de aditivos";"18,0";"2008,621660887537";"12";"1901,275155977663";"10,80269974987309";"20";"2871,684433544652";"16,31638882695825";"-5,34428693069261e-02";"-0,33333333333333337";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"823135";"Operador de atomizador";"4,0";"1799,805084259445";"1";"1779,197940898633";"10,10907920965132";"7";"1820,412227620258";"10,34325129329692";"-1,14496528213175e-02";"-0,75000000000000000";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"823210";"Extrusor de fios ou fibras de vidro";"29,5";"2190,782170965232";"19";"1839,776538955228";"10,45327578951834";"22";"2252,342951232041";"12,79740313200023";"-1,60219321054340e-01";"-0,35593220338983056";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"823215";"Forneiro na fundição de vidro";"7,0";"2138,561698724011";"8";"1785,398092892541";"10,14430734598035";"7";"2428,337213995335";"13,79737053406440";"-1,65140713986502e-01";"0,14285714285714279";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"823220";"Forneiro no recozimento de vidro";"1,0";"1426,536888244714";"1";"1426,536888244714";"8,10532322866315";"1";"1237,534645763838";"7,03144685093090";"0,00000000000000e+00";"0,00000000000000000";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"823230";"Moldador de abrasivos na fabricação de cerâmica, vidro e porcelana";"1,0";"3248,260168388685";NA;NA;NA;"1";"3248,260168388685";"18,45602368402662";NA;NA;"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"823240";"Operador de máquina de soprar vidro";"5,0";"2483,849974824509";NA;NA;NA;"7";"2189,472010291008";"12,44018187665346";NA;NA;"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"823245";"Operador de máquina extrusora de varetas e tubos de vidro";"5,0";"1914,581843851043";"6";"1306,795847464766";"7,42497640604980";"3";"2017,579560662924";"11,46352023103934";"-3,17451039420576e-01";"0,19999999999999996";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"823250";"Operador de prensa de moldar vidro";"1,0";"2740,788231170204";"1";"1636,470283494771";"9,29812661076575";"1";"7936,041406542104";"45,09114435535286";"-4,02919837117052e-01";"0,00000000000000000";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"823255";"Temperador de vidro";"3,0";"1919,690215245355";"2";"1185,695193749355";"6,73690450993951";"4";"2269,673156684607";"12,89587020843526";"-3,82350764548846e-01";"-0,33333333333333337";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"823305";"Classificador e empilhador de tijolos refratários";"2,0";"1957,341042388113";"12";"1473,024379234970";"8,36945670019869";"1";"1854,242295598961";"10,53546758863046";"-2,47436012766706e-01";"5,00000000000000000";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"823315";"Forneiro (materiais de construção)";"3,0";"2282,101406201693";"2";"2197,337036722985";"12,48486952683514";"3";"1594,660028387528";"9,06056834311095";"-3,71431213566401e-02";"-0,33333333333333337";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"823320";"Trabalhador da elaboração de pré-fabricados (cimento amianto)";"18,0";"1800,797670864848";"33";"1582,494354419556";"9,01384863645749";"8";"2196,193455331324";"12,47837190529162";"-1,21225898932027e-01";"0,83333333333333326";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"823325";"Trabalhador da elaboração de pré-fabricados (concreto armado)";"8,0";"2320,544646946784";"15";"2480,572237455003";"14,20564846063547";"5";"2019,438458858099";"11,47408215260284";"6,89612202543795e-02";"0,87500000000000000";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"823330";"Trabalhador da fabricação de pedras artificiais";"1,0";"1941,616833413137";NA;NA;NA;"1";"1923,492311231144";"10,92893358654059";NA;NA;"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"828105";"Oleiro (fabricação de telhas)";"6,0";"1760,265500129566";"1";"1251,125685690179";"7,10866866869420";"10";"1904,330428625198";"10,82005925355226";"-2,89240352891034e-01";"-0,83333333333333337";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"828110";"Oleiro (fabricação de tijolos)";"13,5";"1633,187392647889";"3";"1400,665497024572";"7,95832668763961";"28";"2175,446205539569";"12,36048980420210";"-1,42373065497603e-01";"-0,77777777777777779";"TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO";"82"
"830105";"Mestre (indústria de celulose, papel e papelão)";"8,0";"11071,708957906765";NA;NA;NA;"8";"7785,542481666886";"47,12053542456518";NA;NA;"TRABALHADORES DE INSTALAÇÕES E MÁQUINAS DE FABRICAÇÃO DE CELULOSE E PAPEL";"83"
"831105";"Cilindreiro na preparação de pasta para fabricação de papel";"2,5";"2423,168156842381";NA;NA;NA;"2";"2121,679590410428";"12,05499767278653";NA;NA;"TRABALHADORES DE INSTALAÇÕES E MÁQUINAS DE FABRICAÇÃO DE CELULOSE E PAPEL";"83"
"831110";"Operador de branqueador de pasta para fabricação de papel";"1,0";"2774,500751271933";NA;NA;NA;"1";"2774,500751271933";"15,76420881404507";NA;NA;"TRABALHADORES DE INSTALAÇÕES E MÁQUINAS DE FABRICAÇÃO DE CELULOSE E PAPEL";"83"
"832105";"Calandrista de papel";"18,0";"1854,575834178774";"2";"996,129575181458";"5,65982713171283";"19";"1623,591708798210";"9,22495289089892";"-4,62880106155080e-01";"-0,88888888888888884";"TRABALHADORES DE INSTALAÇÕES E MÁQUINAS DE FABRICAÇÃO DE CELULOSE E PAPEL";"83"
"832110";"Operador de cortadeira de papel";"6,5";"2596,342959012391";"5";"2045,389724245097";"14,75980560728186";"4";"2642,287915253352";"15,01299951848496";"-2,12203566117809e-01";"-0,23076923076923073";"TRABALHADORES DE INSTALAÇÕES E MÁQUINAS DE FABRICAÇÃO DE CELULOSE E PAPEL";"83"
"832115";"Operador de máquina de fabricar papel  (fase úmida)";"4,0";"2516,820075758606";"1";"2147,793938941241";"12,20337465307523";"5";"2516,820075758606";"14,30011406681026";"-1,46623964252246e-01";"-0,75000000000000000";"TRABALHADORES DE INSTALAÇÕES E MÁQUINAS DE FABRICAÇÃO DE CELULOSE E PAPEL";"83"
"832125";"Operador de máquina de fabricar papel e papelão";"10,0";"2335,353893065091";"9";"2021,016490283720";"11,48304824024841";"16";"2913,833738547872";"16,55587351447654";"-1,34599472788602e-01";"-0,09999999999999998";"TRABALHADORES DE INSTALAÇÕES E MÁQUINAS DE FABRICAÇÃO DE CELULOSE E PAPEL";"83"
"832135";"Operador de rebobinadeira na fabricação de papel e papelão";"7,0";"1459,219940353579";"17";"1416,622612267588";"8,04899211515675";"1";"1440,213396839286";"8,18303066385958";"-2,91918489516182e-02";"1,42857142857142838";"TRABALHADORES DE INSTALAÇÕES E MÁQUINAS DE FABRICAÇÃO DE CELULOSE E PAPEL";"83"
"833105";"Cartonageiro, a máquina";"1,0";"1921,640290924846";"2";"1921,640290924846";"10,91841074389117";"1";"1961,674149392753";"11,14587584882246";"0,00000000000000e+00";"1,00000000000000000";"TRABALHADORES DE INSTALAÇÕES E MÁQUINAS DE FABRICAÇÃO DE CELULOSE E PAPEL";"83"
"833110";"Confeccionador de bolsas, sacos e sacolas e papel, a máquina";"14,5";"2547,474899663570";"21";"2155,019209903607";"12,24442732899776";"25";"2399,951803938654";"13,63608979510599";"-1,54056744508765e-01";"0,44827586206896552";"TRABALHADORES DE INSTALAÇÕES E MÁQUINAS DE FABRICAÇÃO DE CELULOSE E PAPEL";"83"
"833115";"Confeccionador de sacos de celofane, a máquina";"1,5";"2167,869893976284";"3";"2218,912966868523";"12,60746003902570";"1";"1873,298598326038";"10,64374203594340";"2,35452658086486e-02";"1,00000000000000000";"TRABALHADORES DE INSTALAÇÕES E MÁQUINAS DE FABRICAÇÃO DE CELULOSE E PAPEL";"83"
"833120";"Operador de máquina de cortar e dobrar papelão";"14,5";"2070,826115578197";"25";"2139,045780726130";"12,44050078735000";"14";"1850,200836301257";"10,51250475171169";"3,29432126795854e-02";"0,72413793103448265";"TRABALHADORES DE INSTALAÇÕES E MÁQUINAS DE FABRICAÇÃO DE CELULOSE E PAPEL";"83"
"833125";"Operador de prensa de embutir papelão";"1,0";"2702,614700725364";"1";"2653,643919512817";"15,07752226995919";"5";"2208,737989217807";"12,54964766601027";"-1,81197790419048e-02";"0,00000000000000000";"TRABALHADORES DE INSTALAÇÕES E MÁQUINAS DE FABRICAÇÃO DE CELULOSE E PAPEL";"83"
"833205";"Cartonageiro, a mão (caixas de papelão)";"1,5";"2560,721379557167";"1";"1363,135248767171";"9,73668034833694";"5";"3215,540790845301";"18,27011812980285";"-4,67675296637347e-01";"-0,33333333333333337";"TRABALHADORES DE INSTALAÇÕES E MÁQUINAS DE FABRICAÇÃO DE CELULOSE E PAPEL";"83"
"840105";"Supervisor de produção da indústria alimentícia";"136,5";"3841,026268428543";"199";"3794,565183444294";"21,61741243651497";"75";"5336,628787770524";"30,60995371566383";"-1,20960081335912e-02";"0,45787545787545780";"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO";"84"
"840110";"Supervisor da indústria de bebidas";"13,0";"6478,113883456475";"6";"11204,348295411282";"63,66106986029138";"39";"5454,402996195494";"30,99092611474712";"7,29569516217438e-01";"-0,53846153846153844";"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO";"84"
"840115";"Supervisor da indústria de fumo";"2,0";"3900,222495634673";"2";"3522,632073661975";"20,01495496398850";"1";"1557,735917744691";"8,85077225991302";"-9,68125337452712e-02";"0,00000000000000000";"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO";"84"
"840120";"Chefe de confeitaria";"45,0";"2550,599239733849";"48";"2540,800448761030";"14,57507696379431";"29";"2521,723780680972";"14,42411372528169";"-3,84176032838524e-03";"0,06666666666666665";"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO";"84"
"841105";"Moleiro de cereais (exceto arroz)";"5,0";"3365,418927272265";NA;NA;NA;"5";"3539,317932166221";"20,10976097821717";NA;NA;"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO";"84"
"841110";"Moleiro de especiarias";"5,0";"1778,301923397816";"2";"1786,547247608072";"10,15083663413677";"6";"1495,882263025651";"8,73227805845799";"4,63662784242036e-03";"-0,59999999999999998";"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO";"84"
"841115";"Operador de processo de moagem";"6,5";"2548,830251273433";"17";"2493,925244313674";"14,17002979723678";"1";"1211,572380468093";"6,88393397993235";"-2,15412567911604e-02";"1,61538461538461542";"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO";"84"
"841315";"Operador de moenda na fabricação de açúcar";"2,0";"1727,243387498729";NA;NA;NA;"5";"2060,683844324606";"11,70843093366253";NA;NA;"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO";"84"
"841408";"Cozinhador (conservação de alimentos)";"404,0";"1838,152218341526";"289";"2109,848496479603";"12,11797558393038";"448";"1523,135172283668";"8,67686088503459";"1,47809455292671e-01";"-0,28465346534653468";"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO";"84"
"841416";"Cozinhador de carnes";"225,0";"1747,658445690209";"109";"1739,927120517287";"10,33768706013896";"225";"1627,010703301097";"9,31289529773030";"-4,42381930633395e-03";"-0,51555555555555554";"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO";"84"
"841420";"Cozinhador de frutas e legumes";"204,0";"1502,492831024138";"68";"1477,849171480996";"8,52374577574417";"198";"1493,984744868160";"8,57391833608589";"-1,64018483378349e-02";"-0,66666666666666674";"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO";"84"
"841428";"Cozinhador de pescado";"39,0";"1920,733704923017";"5";"1675,586981664433";"9,52038057763882";"43";"1961,527231147281";"11,19830886047316";"-1,27631812067571e-01";"-0,87179487179487181";"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO";"84"
"841432";"Desidratador de alimentos";"2,0";"1276,269575440136";NA;NA;NA;"3";"1407,731718258165";"7,99847567192139";NA;NA;"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO";"84"
"841440";"Esterilizador de alimentos";"7,0";"1484,235264576983";"2";"1516,355877504566";"8,61565839491231";"9";"1635,228471825583";"9,29107086264536";"2,16411870100244e-02";"-0,71428571428571430";"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO";"84"
"841448";"Lagareiro";"116,0";"1471,866230268481";"36";"1940,288004610069";"11,02436366255721";"149";"1293,218767927125";"7,34783390867685";"3,18250235455259e-01";"-0,68965517241379315";"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO";"84"
"841456";"Operador de câmaras frias";"41,0";"2027,453064159243";"56";"1902,461294982889";"10,85180285033181";"41";"2356,913122488792";"13,39155183232269";"-6,16496487074960e-02";"0,36585365853658547";"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO";"84"
"841468";"Preparador de rações";"138,5";"1871,727531470723";"130";"1782,024841177800";"10,12514114305568";"135";"1476,599287286017";"8,38976867776146";"-4,79250792568291e-02";"-0,06137184115523464";"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO";"84"
"841484";"Trabalhador de preparação de pescados (limpeza)";"32,5";"1844,324693775123";"82";"1743,352045681336";"9,90540935046213";"26";"2025,320975614827";"11,50750554326606";"-5,47477612996154e-02";"1,52307692307692299";"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO";"84"
"841505";"Trabalhador de tratamento do leite e fabricação de laticínios e afins";"6,0";"1914,481982173371";"4";"1450,809149224700";"8,24323380241307";"7";"3139,851638900434";"17,84006613011610";"-2,42192320045915e-01";"-0,33333333333333337";"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO";"84"
"841610";"Torrador de café";"6,5";"1920,273480006264";"5";"1737,929813762700";"9,87460121456080";"10";"1974,376620393118";"11,21804897950635";"-9,49571340447657e-02";"-0,23076923076923073";"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO";"84"
"841705";"Alambiqueiro";"4,0";"1771,536039625676";NA;NA;NA;"5";"1716,361897066319";"9,75205623333136";NA;NA;"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO";"84"
"841710";"Filtrador de cerveja";"6,0";"2202,771011428925";"16";"2200,472776142145";"13,50755951909270";"9";"2623,494600658068";"14,90621932192084";"-1,04333826569170e-03";"1,66666666666666652";"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO";"84"
"841715";"Fermentador";"1,0";"2018,880424525634";"1";"2075,082825400412";"11,79024332613871";"1";"1962,678023650855";"11,15157967983441";"2,78384000320298e-02";"0,00000000000000000";"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO";"84"
"841720";"Trabalhador de fabricação de vinhos";"2,0";"1608,037591868787";"1";"3069,717178584192";"17,44157487831927";"6";"1271,175972194835";"7,22259075110702";"9,08983467865765e-01";"-0,50000000000000000";"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO";"84"
